Artist name,Song name,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration(ms),Track URI,TopList,Year
Gucci Mane,Make Love,0.971,0.548,11,-6.82,1,0.154,0.00529,0.00155,0.11,0.183,129.994,302057,spotify:track:2KlDzyTJVmOlH1sVTuPcSF,no,2017
Gucci Mane,Make Love,0.971,0.541,11,-7.012,1,0.131,0.00561,0.00364,0.11,0.192,129.986,301387,spotify:track:6LyAkwGteRnxGwS0njUzTi,no,2017
Marianas Trench,Who Do You Love,0.682,0.714,2,-7.511,1,0.0534,0.122,0,0.224,0.56,106.989,232100,spotify:track:5KAgd2yW7tktrKDsJhO9Fr,no,2015
Aaron Carter,Sooner Or Later,0.737,0.729,5,-6.817,0,0.0354,0.127,2.16e-05,0.077,0.436,111.937,212564,spotify:track:6wV12xIUb8oFY7lBy4KuQe,no,2017
Adele,Send My Love (To Your New Lover),0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08e-06,0.172,0.565,164.068,223079,spotify:track:3KZcrZ36LW9RnChK1iIkth,no,2015
Lee Brice,Hard To Love,0.638,0.722,9,-6.177,1,0.0332,0.0119,0.00808,0.189,0.469,103.017,224293,spotify:track:6E9V9TRlVOLjenGjHemzEH,no,2012
Coyote Kisses,Waiting for You (feat. Madison Love),0.684,0.705,11,-5.089,0,0.0354,0.00295,0.000391,0.246,0.275,87.998,223890,spotify:track:3LYSYHn94yg2PHFPvN7rDj,no,2016
James TW,When You Love Someone - Acoustic,0.712,0.298,7,-8.363,1,0.0407,0.779,0,0.115,0.568,125.019,210107,spotify:track:6668ZaUUXqZ25Tb0DMr2HO,no,2016
Adele,Make You Feel My Love,0.559,0.172,10,-10.636,1,0.0291,0.907,0.000383,0.105,0.0955,77.025,212040,spotify:track:0mqTcM8kuu2IYPotMt7AzS,no,2008
Karl Wolf,Amateur At Love (feat. Kardinal Offishall) - Remix,0.74,0.827,6,-2.921,0,0.0489,0.096,0.000159,0.102,0.812,95.068,223048,spotify:track:53lWvc0HN2Pooo2klHwMBE,no,2016
James TW,When You Love Someone,0.675,0.444,7,-6.067,1,0.028,0.248,0,0.0531,0.356,125.884,216373,spotify:track:1o6YK7phnXgsljfWSQQfWc,no,2016
James Blunt,Love Me Better,0.669,0.582,9,-7.419,1,0.0665,0.044,1.38e-05,0.0744,0.492,89.99,218530,spotify:track:5U76HRbnI7CCdmPJF14ykD,no,2017
Cold War Kids,Love Is Mystical,0.566,0.865,0,-5.082,0,0.0387,0.00506,1.31e-05,0.215,0.684,105.964,214373,spotify:track:4RJnzmVL12aIuWpMoXu2u4,no,2017
Jason Derulo,If It Ain't Love,0.503,0.843,10,-4.991,0,0.316,0.0487,0,0.344,0.778,128.63,203105,spotify:track:5YHR8wBR5jXfGtP766NiAT,no,2016
Ed Sheeran,Give Me Love,0.526,0.328,1,-9.864,1,0.0461,0.694,0,0.112,0.11,116.068,526387,spotify:track:2U0n6b6sgtRHwvSTJuG2pH,no,2011
Bishop Briggs,Be Your Love,0.693,0.455,2,-8.029,0,0.0327,0.268,0.000127,0.722,0.137,129.955,194067,spotify:track:1Taq7PrHRF7dLCcHTRh2aj,no,2016
DJ Snake,Let Me Love You - Don Diablo Remix,0.671,0.848,0,-3.202,0,0.0779,0.0107,0.000198,0.122,0.292,125.941,266680,spotify:track:7A0kyzZwkyztNsNeEsTiPX,no,2016
Ryan Gosling,A Lovely Night,0.364,0.478,7,-8.645,1,0.0473,0.299,0.0015,0.124,0.493,134.551,236507,spotify:track:4r9hiElqKWMPT4Z3vN2exq,no,2016
Icona Pop,I Love It (feat. Charli XCX) - Original Version,0.714,0.905,8,-2.663,1,0.0289,0.00855,2.55e-05,0.146,0.838,125.927,155337,spotify:track:3VZQshi4COChhXaz7cLP02,no,2012
DJ Snake,Let Me Love You - Tiësto's AFTR:HRS Mix,0.707,0.83,0,-4.587,0,0.0427,0.0107,2.06e-05,0.495,0.386,120.013,155840,spotify:track:7srwQKnqYsIY26Aatbazaq,no,2016
Childish Gambino,Me and Your Mama,0.556,0.45,5,-11.874,1,0.0338,0.0105,0.0483,0.0707,0.25,117.99,379227,spotify:track:4r0GVpjSsKSR1biv4fOoa5,no,2016
Galantis,Love on Me - CID Remix,0.623,0.932,1,-2.857,0,0.0683,0.464,0.00144,0.296,0.529,126.033,190810,spotify:track:7bnYyxLapKga3nZufqKnmK,no,2016
Jetta,I'd Love To Change The World - Matstubs Remix,0.459,0.796,4,-5.226,0,0.132,0.0761,0.00908,0.0633,0.218,139.913,189973,spotify:track:6ce17pZwsMcYNab5IaC5MQ,no,2015
Digital Farm Animals,Digital Love (feat. Hailee Steinfeld),0.701,0.786,0,-4.429,1,0.0512,0.00606,0,0.0835,0.514,100.932,179507,spotify:track:0qwa6Mm9oZWLhGitD2Jfnq,no,2017
Mr. Probz,Till You're Loved,0.674,0.754,6,-4.34,0,0.269,0.208,0,0.164,0.57,101.424,180137,spotify:track:70rYp3dhUBTz9Da3OgmlA1,no,2017
Rihanna,Love On The Brain - Don Diablo Remix,0.707,0.944,2,-1.918,1,0.0783,0.0497,0.0546,0.0905,0.324,159.99,208253,spotify:track:2SqXhFOHbUJ8Opj0poEDGV,no,2016
Adele,Send My Love (To Your New Lover),0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08e-06,0.172,0.565,164.068,223079,spotify:track:4JHIOQE4nAtUSfGuzDLjYa,no,2016
Leona Lewis,Bleeding Love,0.638,0.656,5,-5.886,1,0.0357,0.188,0,0.146,0.225,104.036,262467,spotify:track:7wZUrN8oemZfsEd1CGkbXE,no,2007
Charlie Puth,Marvin Gaye (feat. Meghan Trainor),0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,190453,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,no,2015
Sam Feldt,Show Me Love - EDX Remix / Radio Edit,0.836,0.665,0,-5.779,1,0.0745,0.308,0.000925,0.0714,0.677,120.997,180336,spotify:track:4bAmAVdks2Y84VNVVLXFwN,no,2015
Olivia O'Brien,hate u love u,0.407,0.416,6,-8.915,0,0.174,0.656,0,0.0981,0.246,176.947,175467,spotify:track:6ATgDc6e4sPn84hvJsAmPt,no,2016
Yiruma,River Flows In You - Original,0.31,0.218,9,-21.398,1,0.0507,0.988,0.952,0.085,0.0969,145.074,185527,spotify:track:47ZWr1Nb0PUgmKgyg5JkgO,no,2001
Jake Owen,American Country Love Song,0.529,0.891,8,-4.36,1,0.043,0.0457,0,0.0942,0.329,104.031,199747,spotify:track:0O1x2tRm8ZpfDbcpOWZp7z,no,2016
Bruno Mars,Calling All My Lovelies,0.662,0.705,1,-6.56,0,0.0399,0.0392,2.38e-06,0.105,0.865,159.996,250080,spotify:track:6ObpR8ek44tvWefQRcSo8K,no,2016
Audien,Crazy Love,0.691,0.883,11,-1.326,0,0.0488,0.318,2.45e-05,0.0742,0.606,109.982,174545,spotify:track:1gwwNLcYQRnzvkBhwDjUX3,no,2016
Ruth B.,Superficial Love - Single Version,0.595,0.861,10,-2.875,1,0.0579,0.358,0,0.127,0.407,147.95,218067,spotify:track:5e3Sr3pqA37Ger2o3PR8WF,no,2017
Childish Gambino,Have Some Love,0.783,0.803,4,-6.266,0,0.0805,0.0158,0.016,0.681,0.945,148.227,224253,spotify:track:5LTgI9VsuL3NKrv2WHBgNx,no,2016
James Bay,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,0.68,0.315,11,-8.425,1,0.0391,0.913,0,0.712,0.361,117.614,236787,spotify:track:359lSGQwvAM3aZA5UNwqiQ,no,2015
Sigala,Give Me Your Love (feat. Nile Rodgers),0.635,0.945,2,-2.298,1,0.036,0.00411,2.41e-05,0.314,0.686,125.024,209014,spotify:track:4CWZOyb9YHIH06yfsvY6k1,no,2016
Griffin Stoller,Faded On Your Love,0.751,0.465,2,-8.093,0,0.0441,0.588,0.0018,0.0841,0.608,98.031,184286,spotify:track:6zFisC4ocYM8248gwnHrnd,no,2016
DJ Snake,Let Me Love You - R3hab Remix,0.433,0.82,0,-2.84,0,0.0924,0.0209,0,0.292,0.536,203.968,175000,spotify:track:7mbbGuqfaIIFHImIwu45Xi,no,2017
Bob Marley & The Wailers,Is This Love - Remix,0.813,0.686,6,-7.593,0,0.0352,0.034,0.00636,0.293,0.301,121.981,199656,spotify:track:1G8yVHxDLlEjDAt02Dfbmi,no,2016
Hundred Waters,"Show Me Love (feat. Chance The Rapper, Moses Sumney and Robin Hannibal) - Skrillex Remix",0.418,0.794,11,-4.973,1,0.0816,0.08,0,0.329,0.178,129.434,241846,spotify:track:5PnBpKOVvQxeFvXVNYSoxs,no,2016
Martin Garrix,In The Name Of Love - The Him Remix,0.642,0.864,7,-3.657,1,0.0379,0.0455,1.98e-06,0.081,0.564,125.088,209280,spotify:track:2sp1QtoKfxJaSlsu8NOLTn,no,2016
Haddaway,What Is Love - Single Mix,0.687,0.768,7,-7.898,0,0.0314,0.024,0.00681,0.313,0.755,123.876,271093,spotify:track:0BQblMoALRAlYA7YykYGVl,no,2009
Little Mix,Secret Love Song (feat. Jason Derulo),0.534,0.642,9,-3.971,1,0.0504,0.259,0,0.29,0.131,92.963,249813,spotify:track:4JIo8RztBbELr2gWJ5OGK6,no,2015
Tom Odell,Another Love - Zwette Edit,0.87,0.554,4,-5.828,0,0.0635,0.0802,0.0739,0.115,0.462,123.998,394573,spotify:track:5snyhxAh55A2wlNRH7VVZJ,no,2013
August Alsina,No Love,0.462,0.615,0,-7.982,0,0.153,0.00543,0,0.856,0.344,130.967,276080,spotify:track:7ewfvLrlI0VNht4vEnoTMh,no,2014
Carnage,I Like Tuh,0.611,0.543,1,-5.288,0,0.0672,0.329,0,0.281,0.561,174.862,189000,spotify:track:5MGeW5mHnqeJiM0NPBbkEZ,no,2015
2Pac,California Love - Original Version,0.761,0.847,7,-3.068,1,0.0417,0.0292,2.26e-06,0.39,0.765,91.519,284480,spotify:track:3djNBlI7xOggg7pnsOLaNm,no,2007
Sam Feldt,What About The Love,0.712,0.634,9,-5.158,1,0.035,0.0262,9.1e-06,0.0918,0.277,125.988,191266,spotify:track:2FfyiTnl5OPa1hYdCWZGdG,no,2016
Calvin Harris,How Deep Is Your Love - Chris Lake Remix,0.727,0.85,4,-4.991,0,0.0425,0.00224,0.00843,0.412,0.28,121.973,306227,spotify:track:7foafyqmJYUdhGBpIusueW,no,2015
Felix Jaehn,Ain't Nobody (Loves Me Better),0.777,0.564,2,-6.967,0,0.0315,0.683,0.000252,0.0696,0.465,117.973,186147,spotify:track:66F1oPi4qV7lQbVoJpRlp5,no,2016
Drake,Crew Love,0.418,0.546,0,-9.057,0,0.238,0.227,0,0.229,0.294,160.152,208813,spotify:track:0TiC3GtlMCskf2hIUIBcDV,no,2011
Martin Garrix,In the Name of Love - DallasK Remix,0.522,0.816,4,-3.156,0,0.0643,0.0126,4.19e-06,0.348,0.102,134.103,200597,spotify:track:55y30bh2ZUtzOXjWLxn7XT,no,2016
Elle King,Ex's & Oh's,0.612,0.921,7,-2.882,1,0.085,0.0183,0,0.0576,0.446,139.988,202173,spotify:track:70eDxAyAraNTiD6lx2ZEnH,no,2015
Ellie Goulding,How Long Will I Love You - Bonus Track,0.512,0.304,0,-9.19,1,0.0318,0.295,0.000622,0.118,0.172,126.078,154435,spotify:track:0ZPfDxZn5O0L84wvPSN2iG,no,2013
Beyoncé,Crazy In Love - Remix,0.23,0.694,7,-6.828,0,0.109,0.0619,0.00191,0.112,0.26,172.751,226400,spotify:track:2f4IuijXLxYOeBncS60GUD,no,2015
Hunter Brothers,Long Way To Love You,0.593,0.822,2,-4.979,1,0.0416,0.000576,0,0.186,0.46,115.017,196187,spotify:track:1W8lzFyjYsV0YLiOgWEYz2,no,2016
Passenger,Somebody's Love - Single Version,0.508,0.61,2,-6.526,0,0.0379,0.237,4.16e-05,0.233,0.612,136.33,225413,spotify:track:6Z9EcBof2phsRHGQvIem3s,no,2016
Childish Gambino,California,0.878,0.436,3,-11.184,1,0.558,0.306,0,0.112,0.861,148.94,165267,spotify:track:5sHde7fFQ5TthEulnBllhi,no,2016
James Vincent McMorrow,Higher Love,0.321,0.119,5,-17.873,1,0.0519,0.965,0.000121,0.116,0.176,89.245,215573,spotify:track:4qc0tyLdTAVK9asG4JBTT8,no,2012
Rihanna,Love On The Brain,0.509,0.637,4,-4.83,0,0.0471,0.0717,1.08e-05,0.0789,0.378,172.006,224000,spotify:track:4JlYrtPZlMWkhCiMrLHUrP,no,2016
Father John Misty,Real Love Baby,0.417,0.686,7,-6.484,1,0.0373,0.0955,0.0287,0.0989,0.625,204.113,189293,spotify:track:6YDf6QV7QfCEo8O2dbWalK,no,2016
DJ Snake,Let Me Love You - Marshmello Remix,0.66,0.814,8,-3.179,1,0.0382,0.0183,0,0.139,0.248,120.005,180013,spotify:track:6Hx9gLuAKkOfoZoL79OSI1,no,2016
YG,Who Do You Love?,0.676,0.415,9,-9.752,1,0.508,0.0281,0,0.0915,0.146,193.206,233507,spotify:track:1uDjaezEbalGyGnuH80zDK,no,2014
Usher,DJ Got Us Fallin' In Love,0.666,0.878,7,-2.85,0,0.0973,0.03,0,0.0828,0.669,119.932,222160,spotify:track:5tXyNhNcsnn7HbcABntOSf,no,2010
Enrique Iglesias,Bailando - English Version,0.717,0.851,7,-3.507,1,0.0957,0.0791,0,0.0652,0.955,90.971,243213,spotify:track:4vSSBsriHfHnvqNjeaO8AZ,no,2014
Jasmine Thompson,Ain't Nobody (Loves Me Better) - Acoustic,0.512,0.245,2,-8.828,0,0.0338,0.851,0,0.131,0.266,93.971,178355,spotify:track:1OozJMmjaGAgX8WPTTMpcG,no,2015
Eminem,No Love,0.522,0.932,11,-2.87,1,0.255,0.119,0,0.177,0.33,129.473,299507,spotify:track:7bHT9osSq1rwT2yaImzqCi,no,2010
Brett Eldredge,Drunk on Your Love,0.443,0.831,11,-5.606,1,0.0616,0.414,0,0.204,0.588,182.064,173960,spotify:track:1jNNHFZmRGXZFHlil5uhei,no,2015
The Supremes,You Can't Hurry Love,0.617,0.81,10,-6.513,1,0.0798,0.762,0,0.134,0.65,97.389,165080,spotify:track:69Qa7czzqraPWZgxpQN405,no,2008
John Mayer,Who You Love (feat. Katy Perry),0.694,0.351,9,-10.92,1,0.0382,0.813,0.00165,0.097,0.691,145.907,249933,spotify:track:7IByJvSqRFltGyiiIiL4wn,no,2013
Bob Dylan,My One and Only Love,0.372,0.194,0,-13.378,1,0.0303,0.918,1.22e-05,0.111,0.238,126.861,200960,spotify:track:0IF8hHtVAGJbMHZO2tbxVI,no,2017
City and Colour,The Girl,0.402,0.539,10,-7.567,1,0.035,0.838,6.86e-05,0.131,0.179,108.869,360093,spotify:track:3USei2Ja58VV6yOypYNjfN,no,2008
Roy Woods,Love You,0.541,0.399,11,-10.414,1,0.131,0.723,6.02e-05,0.111,0.392,203.893,197721,spotify:track:4CluZnxfygZoo4OwFm0xUd,no,2016
Lupe Fiasco,Old School Love (feat. Ed Sheeran),0.701,0.781,5,-8.493,1,0.134,0.0908,1.75e-06,0.358,0.459,86.006,273904,spotify:track:72FdcAg79So8xaAHs2mbrB,no,2013
July Talk,Picturing Love,0.7,0.643,9,-4.393,0,0.0628,0.0299,4.18e-05,0.0886,0.399,116.368,215000,spotify:track:4IuJtm9P6dXgmR6PpQfaNo,no,2016
The Avett Brothers,I And Love And You,0.424,0.264,2,-9.984,1,0.0298,0.831,7.08e-05,0.0763,0.169,139.593,300840,spotify:track:7CEV9VwA8XO9wwxTXgYKvY,no,2009
Passenger,Shape of Love,0.625,0.736,1,-8.658,0,0.0325,0.118,0,0.167,0.909,105.529,188453,spotify:track:3eeIdvZqXaffY0yVRgbGfQ,no,2010
SYML,Where's My Love - Acoustic,0.554,0.226,3,-11.323,1,0.0281,0.891,0.0321,0.107,0.229,104.005,239880,spotify:track:4uVjWDcL0Ta5TEH3g8TiRH,no,2016
DEAMN,Give Me Your Love,0.707,0.832,0,-4.712,1,0.0255,0.136,0.000129,0.248,0.391,105.008,197803,spotify:track:0NXbteSHrnUtx0WJjjWpR9,no,2016
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574,181067,spotify:track:4TBBPZks71c60whhq0PgdP,no,2006
Of Monsters and Men,Love Love Love,0.241,0.367,7,-9.814,1,0.042,0.804,8.98e-05,0.0836,0.156,81.561,238787,spotify:track:15IWqq4MaJ09ZQZgzcbn4p,no,2012
Night Lovell,Still Cold / Pathway Private,0.762,0.41,8,-11.979,1,0.0551,0.278,3.43e-05,0.157,0.0813,100.047,271404,spotify:track:0WKXWF3QqHq6R6LqiF57vu,no,2016
John Mayer,Love on the Weekend,0.715,0.59,7,-7.855,1,0.0286,0.652,0.000551,0.0627,0.395,119.966,211840,spotify:track:2ZrIGSO7RUz0Di1QrrqiI9,no,2017
Childish Gambino,Terrified,0.473,0.409,0,-10.998,0,0.0544,0.416,0.566,0.099,0.103,139.891,255467,spotify:track:1D1oE9i8sxo8fJ1Jbgr3Ys,no,2016
Kanye West,I Love Kanye,0.756,0.374,5,-7.966,1,0.741,0.594,0,0.217,0.966,80.326,44827,spotify:track:5CGS4UovzA7ftCJkLVXQju,no,2016
City and Colour,Lover Come Back,0.528,0.653,3,-4.766,1,0.0283,0.0543,0,0.301,0.44,137.591,234787,spotify:track:4b8W8c0fkoOtJIWXXVnFr1,no,2015
The Supremes,Baby Love,0.595,0.643,5,-9.275,1,0.0365,0.76,0,0.538,0.73,135.633,158040,spotify:track:5uES1C2NgkdrNHiCwf9jRr,no,1964
Parachute,She Is Love,0.629,0.174,6,-9.697,1,0.141,0.616,0,0.118,0.305,134.295,146067,spotify:track:2Dz5WpEWA0vhnMmEPYiZ2y,no,2009
Albin Lee Meldau,Lovers,0.576,0.144,9,-12.764,0,0.0533,0.804,0.000118,0.11,0.292,119.087,191233,spotify:track:51sxhi4Hz3lb9Kk0DWfmmK,no,2016
Mary J. Blige,U + Me (Love Lesson),0.659,0.499,1,-8.49,1,0.0614,0.00626,4.07e-05,0.141,0.213,145.538,299842,spotify:track:3pgRZtVWo9k7ryOqmTeHuU,no,2017
DJ Snake,Let Me Love You - Andrew Watt Acoustic Remix,0.686,0.379,0,-6.256,0,0.0305,0.773,0,0.104,0.47,100.032,206667,spotify:track:1LcxOZGMdAuScNbIN2Fvcq,no,2016
Childish Gambino,Baby Boy,0.536,0.409,2,-6.983,0,0.0357,0.129,0.458,0.0668,0.706,200.003,382093,spotify:track:3X7xCWOmb7UdYJDGP4oNIx,no,2016
LOCASH,I Love This Life,0.586,0.927,2,-3.014,1,0.0547,0.0164,7.24e-06,0.153,0.549,111.977,208864,spotify:track:5d0iu7Mc64GwJIMBGjDt2U,no,2016
Seeb,What Do You Love,0.55,0.918,11,-2.818,1,0.0723,0.149,1.7e-05,0.355,0.35,95.977,211875,spotify:track:4aB4udr3pcJuENmfDitPSZ,no,2016
Chief Keef,Love Sosa,0.772,0.413,0,-8.193,0,0.089,0.0361,0,0.111,0.211,131.965,246213,spotify:track:4IowQDUOzUvNtp72HMDcKO,no,2012
Band of Horses,No One's Gonna Love You - Live from Spotify Sweden,0.547,0.188,1,-10.676,1,0.036,0.929,1.2e-06,0.714,0.192,135.657,239080,spotify:track:5MYfpFJYm8WNFGssR6H2Oz,no,2012
ILOVEMAKONNEN,Tuesday (feat. Drake),0.77,0.664,0,-5.604,1,0.211,0.215,0.000118,0.105,0.472,140.163,321987,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,no,2014
Childish Gambino,Zombies,0.653,0.411,0,-11.986,1,0.127,0.503,0.000969,0.067,0.468,160.055,281813,spotify:track:73kAUSAht4YOR7xNPmNb2L,no,2016
Courage My Love,Tough Love,0.499,0.907,1,-4.922,1,0.0558,0.000636,0.0121,0.0801,0.82,155.936,214307,spotify:track:4Fp5RGHFfDFT60W9HBRPjf,no,2017
Ed Sheeran,Afire Love,0.552,0.637,5,-6.568,1,0.0445,0.464,1.63e-05,0.136,0.333,97.97,314280,spotify:track:12B0Twa9kRz45Xw2PgXHJm,no,2014
Vybz Kartel,Yuh Love,0.632,0.575,8,-9.25,1,0.325,0.235,0,0.151,0.733,121.756,226813,spotify:track:746KIplyoOQt0AOc4eRsyy,no,2009
Old Sea Brigade,Love Brought Weight,0.367,0.326,7,-15.605,1,0.0344,0.699,0.358,0.0759,0.064,116.659,185747,spotify:track:3LNfNUQu3iTfVml3dpdvlk,no,2016
Tory Lanez,Cold Hard Love,0.495,0.638,5,-9.25,0,0.123,0.283,0.000355,0.131,0.193,89.94,358253,spotify:track:08va6Avy5JOZKHj27ElDKt,no,2016
Janieck,Feel The Love - Sam Feldt Edit,0.645,0.835,3,-4.374,0,0.045,0.0487,1.16e-05,0.0947,0.438,121.997,170496,spotify:track:6ESkvrWf0jzOKkLTjIWvyT,no,2016
Lost Frequencies,What Is Love 2016 - HUGEL & Adam Trigger Remix,0.734,0.777,1,-4.272,0,0.0305,0.0268,9.16e-05,0.179,0.547,124.903,157440,spotify:track:0ffAOyr1e1LPNuybTqjBxK,no,2017
Lost Frequencies,What Is Love 2016 - Bryan West Remix,0.645,0.835,1,-5.814,0,0.0335,0.00878,0.0484,0.118,0.216,139.921,179673,spotify:track:2kx6B19570ydbxCXHJjAZD,no,2017
Lost Frequencies,What Is Love 2016 - Deluxe Mix,0.828,0.553,9,-8.711,1,0.0492,0.0464,0.0146,0.0293,0.261,124.987,169947,spotify:track:3r0Om1ZdiOfZ17pcNn5nbE,no,2017
Lost Frequencies,What Is Love 2016 - HUGEL & Adam Trigger Extended Remix,0.781,0.802,1,-4.551,0,0.0487,0.00805,0.00548,0.0511,0.908,124.977,234240,spotify:track:0PnbBCluAaoHcol46O5V0A,no,2017
Lost Frequencies,What Is Love 2016 - Neptunica Remix,0.522,0.831,1,-4.813,0,0.0492,0.057,0.000134,0.118,0.247,148.044,175962,spotify:track:64RkeOC090lEwdMOc8jFpL,no,2017
Lost Frequencies,What Is Love 2016 - James Hype & Gavin Francis Remix,0.808,0.81,1,-7.63,0,0.0484,0.0137,0.0294,0.0453,0.3,124.987,203513,spotify:track:7k3Q0SRSPYMa8h94CGiZYs,no,2017
Lost Frequencies,What Is Love 2016 - James Hype & Gavin Francis Extended Remix,0.856,0.887,9,-8.165,1,0.0964,0.00557,0.208,0.414,0.629,125.006,311040,spotify:track:6nkRamVwjxX2qz7CVSXBUO,no,2017
Lost Frequencies,What Is Love 2016 - Deluxe Extended Mix,0.841,0.603,9,-8.938,1,0.059,0.00913,0.0708,0.0201,0.414,124.977,246409,spotify:track:5eyYC6pLmVoEypL4YCqejR,no,2017
Lost Frequencies,What Is Love 2016 - Neptunica Extended Remix,0.648,0.859,1,-4.954,0,0.0408,0.083,0.0033,0.284,0.577,147.947,226418,spotify:track:4em3UNQ1wlBlYljtKRXbcF,no,2017
Charlie Puth,Some Type of Love,0.706,0.589,2,-6.051,1,0.08,0.353,0,0.105,0.399,90.491,185608,spotify:track:2nI6aT3cnPFoXQ1L705wcY,no,2015
Oh Wonder,Crazy In Love - BBC Session,0.448,0.177,2,-20.51,0,0.0947,0.829,1.48e-05,0.108,0.257,158.177,210344,spotify:track:5QWIaMorzKJ0P0BOW4Bmtt,no,2016
Gord Bamford,Fall in Love If You Want To,0.554,0.759,6,-3.498,0,0.0269,0.0453,0,0.373,0.293,138.11,207947,spotify:track:3SCNXYh7UBBAq0dWKa2IrR,no,2016
Rihanna,Hate That I Love You,0.637,0.73,5,-5.38,0,0.0874,0.323,0,0.0981,0.732,93.867,218947,spotify:track:7iu0WYLdo4yksKf3seaxzI,no,2008
Joy Williams,Sweet Love of Mine (Acoustic),0.565,0.136,11,-12.179,1,0.0299,0.943,1.68e-06,0.0952,0.349,83.013,175120,spotify:track:1d4QAtlNQCnMARsacnkoyC,no,2016
Yelawolf,Till It's Gone,0.523,0.714,4,-7.552,0,0.0683,0.466,0.00359,0.113,0.359,128.968,275547,spotify:track:4FxkQzIhsLAkuiqX5puvU6,no,2015
SYML,Where's My Love - Radio Edit,0.598,0.343,0,-11.04,0,0.025,0.853,0.0219,0.123,0.419,103.984,202107,spotify:track:1co1xe1zwm89CmfRRPSqxP,no,2017
Ria Mae,Ooh Love,0.517,0.833,5,-5.638,0,0.0596,0.0236,0,0.233,0.514,172.012,205747,spotify:track:5moTc5qfR0pj8fTyzKZonb,no,2014
Childish Gambino,Stand Tall,0.42,0.247,2,-13.37,0,0.036,0.705,0.00349,0.127,0.138,88.071,370773,spotify:track:7j8k8M9korrPWTERMyD7mM,no,2016
Kat Dahlia,I Think I'm In Love,0.632,0.638,7,-6.731,1,0.0505,0.137,0,0.125,0.574,121.868,202667,spotify:track:3U1TuSqHIubBA10cVP7Sk6,no,2015
Gavin James,The Book Of Love,0.515,0.0731,0,-13.834,1,0.0383,0.7,0,0.127,0.27,108.227,176653,spotify:track:40gxMiWbTEZUa6c2bGlBJz,no,2016
Shaggy,"I Need Your Love (feat. Mohombi, Faydee & Costi)",0.529,0.794,5,-3.903,1,0.164,0.122,0,0.117,0.543,119.956,216667,spotify:track:74Xdx4ezYQQlg8wKswq25T,no,2014
Queen,Somebody To Love - Remastered 2011,0.497,0.693,8,-7.024,1,0.0565,0.19,0,0.215,0.358,111.539,296493,spotify:track:6cFZ4PLC19taNlpl9pbGMf,no,1976
Childish Gambino,Boogieman,0.724,0.767,11,-7.913,0,0.0955,0.09,0.199,0.198,0.648,87.992,216840,spotify:track:6D2w3GPnTpLJt56dHEIuWW,no,2016
Tujamo,Make U Love Me,0.718,0.89,2,-3.931,1,0.144,0.139,0.00103,0.341,0.31,124.943,188160,spotify:track:4qEwtfyeCZkAsqLIkSFxO3,no,2017
3LAU,Is It Love,0.643,0.742,9,-7.2,1,0.0412,0.0671,0.00379,0.161,0.294,125.001,228960,spotify:track:2ig0x2zNvcOugS1Z0YCnHb,no,2016
Sofia Karlberg,Crazy in Love,0.54,0.499,2,-8.73,0,0.0544,0.519,0,0.157,0.316,120.055,190250,spotify:track:7jOvEsDIjHRH0LwCkwZSHS,no,2014
Lee Brice,A Woman Like You,0.592,0.584,7,-7.422,1,0.0305,0.245,0,0.0862,0.371,160.048,209787,spotify:track:3oyMHCAAcnWFdcGuVgwfhd,no,2012
Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",0.737,0.637,6,-6.308,0,0.0735,0.262,0,0.319,0.537,100.033,124733,spotify:track:3IPnBzGRMg6BfViFxxa0Gq,no,2013
Bobby Wills,Tougher Than Love,0.535,0.814,0,-3.995,1,0.0388,0.0883,0,0.36,0.681,83.94,213493,spotify:track:5Zm4GmQpGghIBBVQNNRGOp,no,2016
GoldLink,Fall in Love (feat. Ciscero),0.627,0.837,1,-7.162,1,0.36,0.058,0.000567,0.328,0.504,105.105,184571,spotify:track:2RISD4aJrioDB54exm5WWM,no,2016
Carnage,I Like Tuh,0.598,0.564,1,-3.89,0,0.0684,0.337,0,0.379,0.546,174.909,187561,spotify:track:07oiSjg6TiehyOS3pRJo0l,no,2015
Childish Gambino,The Night Me and Your Mama Met,0.535,0.124,1,-14.362,0,0.0313,0.969,0.22,0.0619,0.106,133.867,214080,spotify:track:5cw7g1XATH9ghXX1Qm82BX,no,2016
Majid Jordan,My Love (feat. Drake),0.624,0.536,2,-9.575,0,0.0799,0.109,0.000428,0.102,0.131,119.088,248432,spotify:track:1JUvB8LRKYoik4BB1bEJWK,no,2016
Gavin James,The Book Of Love - Single Version,0.669,0.308,0,-13.798,1,0.0279,0.824,0.000477,0.101,0.224,104.916,193111,spotify:track:6COtET46lPGVXefrfHUkHI,no,2015
